name,type,encodings,constraints.enum
NoVax_Politics,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_NotSerious,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_MostPublic,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Other,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Other_OE,any,,
NoVax_WillGet,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_DK,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Change_Famous,integer,0.0=No|1.0=Yes,0.0|1.0
Change_Friends,integer,0.0=No|1.0=Yes,0.0|1.0
Change_MajPublic,integer,0.0=No|1.0=Yes,0.0|1.0
Change_Free,integer,0.0=No|1.0=Yes,0.0|1.0
Change_DocRec,integer,0.0=No|1.0=Yes,0.0|1.0
Change_StudyResults,integer,0.0=No|1.0=Yes,0.0|1.0
Change_Nothing,integer,0.0=No|1.0=Yes,0.0|1.0
Change_DK,integer,0.0=No|1.0=Yes,0.0|1.0
Change_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
Change_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Change_DocCall,integer,1.0=No|2.0=Yes|77.0=Don’t know/unsure|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Change_HealthDept,integer,1.0=No|2.0=Yes|77.0=Don’t know/unsure|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
GiftCard,integer,"1.0=Yes, but I would also get it without the gift card|2.0=Yes, I would try to get the vaccine sooner|3.0=No, because I don't want to get it under any circumstances|4.0=No, because $50 is not enough|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|98.0|99.0|77.0
GiftCard_OE,integer,7777.0=DON'T KNOW|9998.0=SKIPPED ON WEB|9999.0=REFUSED,
Ask_Employer,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_PCP,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_Physician,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_Family,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_Friend,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_Religious,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Ask_Other,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
VaxReq_Employ,integer,1.0=Yes|2.0=No|77.0=Don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
ChanceCovid,integer,777.0=DON'T KNOW|998.0=SKIPPED ON WEB|999.0=REFUSED,
DeathCovid,integer,777.0=DON'T KNOW|998.0=SKIPPED ON WEB|999.0=REFUSED,
Personal_COVIDtest,integer,"1.0=Yes, I have tested positive at least once for COVID-19|2.0=Yes, I have never tested positive for COVID-19|3.0=Yes, but I do not know the result(s)|4.0=No, I have never been tested, but I experienced COVID-19 symptoms|5.0=No, I have never been tested and I have not had symptoms of COVID-19|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
HH_TestPositive,integer,0.0=No|1.0=Yes,0.0|1.0
HH_TestNegative,integer,0.0=No|1.0=Yes,0.0|1.0
HH_TestUnknown,integer,0.0=No|1.0=Yes,0.0|1.0
HH_COVIDSymptoms,integer,0.0=No|1.0=Yes,0.0|1.0
HH_NoCOVID,integer,0.0=No|1.0=Yes,0.0|1.0
HH_NoMembers,integer,0.0=No|1.0=Yes,0.0|1.0
HH_DK,integer,0.0=No|1.0=Yes,0.0|1.0
HH_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
HH_REF,integer,0.0=No|1.0=Yes,0.0|1.0
HH_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
FF_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
AC_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
No_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
CovidPass_DK,integer,0.0=No|1.0=Yes,0.0|1.0
CovidPass_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
CovidPass_REF,integer,0.0=No|1.0=Yes,0.0|1.0
EssentialJob,integer,1.0=Yes|2.0=No|3.0=Not working in the past month|77.0=Don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
WashHands,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
AvoidTransit,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
LessGroups10,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
SixFeet,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
WearMask,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
OtherMeasure,integer,"1.0=No, I don't think it is necessary|2.0=No, I would like to but I cannot|3.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
Restaurant,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Visitors,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Gathering,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
SharedItems,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
OthersNoMask,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
SelfNoMask,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
SocDisBelief,integer,0.0=No|1.0=Yes,0.0|1.0
COVIDunlikely,integer,0.0=No|1.0=Yes,0.0|1.0
SicknessBelief,integer,0.0=No|1.0=Yes,0.0|1.0
StayedOutside,integer,0.0=No|1.0=Yes,0.0|1.0
SocObligation,integer,0.0=No|1.0=Yes,0.0|1.0
SocDisOther,integer,0.0=No|1.0=Yes,0.0|1.0
SocDis_Other_OE,any,,
SocDis_DK,integer,0.0=No|1.0=Yes,0.0|1.0
SocDis_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
SocDis_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Know_Blood,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_AALessLikely,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_VaxAvail,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_TestTransmit,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_HealthBehav,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_COVIDscheme,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_VaxFast,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_HIVmed,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_MaskSpread,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_LiveCOVID,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
DOV_TCOUNT,integer,,
DOV_TRUE,integer,0.0=None true at Q21|1.0=1 true at Q21|2.0=2 or more true at Q21,0.0|1.0|2.0
DOV_FCOUNT,integer,,
DOV_FALSE,integer,0.0=None false at Q21|1.0=1 false at Q21|2.0=2 or more false at Q21,0.0|1.0|2.0
NotTrue_Careful,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
NotTrue_Test,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
NotTrue_Vax,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
True_Careful,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
True_Test,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
True_Vax,integer,"1.0=No, it will not change my mind|2.0=No, because I am alreadying doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
LocalPrint,integer,0.0=No|1.0=Yes,0.0|1.0
NationalPrint,integer,0.0=No|1.0=Yes,0.0|1.0
BroadcastTV,integer,0.0=No|1.0=Yes,0.0|1.0
CableTV,integer,0.0=No|1.0=Yes,0.0|1.0
RadioNews,integer,0.0=No|1.0=Yes,0.0|1.0
OnlineNews,integer,0.0=No|1.0=Yes,0.0|1.0
SocialMedia,integer,0.0=No|1.0=Yes,0.0|1.0
EmployerInfo,integer,0.0=No|1.0=Yes,0.0|1.0
PersonalNetwork,integer,0.0=No|1.0=Yes,0.0|1.0
StateLocalGov,integer,0.0=No|1.0=Yes,0.0|1.0
FederalGov,integer,0.0=No|1.0=Yes,0.0|1.0
TrumpInfo,integer,0.0=No|1.0=Yes,0.0|1.0
BidenInfo,integer,0.0=No|1.0=Yes,0.0|1.0
ChurchInfo,integer,0.0=No|1.0=Yes,0.0|1.0
CBOInfo,integer,0.0=No|1.0=Yes,0.0|1.0
SciJournal,integer,0.0=No|1.0=Yes,0.0|1.0
OtherInfo,integer,0.0=No|1.0=Yes,0.0|1.0
NoInfo,integer,0.0=No|1.0=Yes,0.0|1.0
Info_DK,integer,0.0=No|1.0=Yes,0.0|1.0
Info_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
Info_REF,integer,0.0=No|1.0=Yes,0.0|1.0
RACE_WhiteAdvantage,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Successful,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Prison,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_SocServices,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Opportunity,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_MinAdvantage,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Rich,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_WhiteBlame,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Disc_AtSchool,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Hired,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_AtWork,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Housing,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_MedCare,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Restaurant,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Credit,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Street,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Police,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Times_AtSchool,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Hired,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_AtWork,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Housing,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_MedCare,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Restaurant,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Credit,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Street,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
Times_Police,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times,1.0|2.0|3.0
PS_A_Medicaid,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_B_Naloxone,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_C_Mandatory,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_D_GovSpend,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_E_Dangerous,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_F_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Recovery_Religious,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Spiritual,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_PhysicalMental,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Contributes,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_EnhancedQuality,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_ProfHelp,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Purpose,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_ControlledUse,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_NoDrugUse,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Abstaining,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_PCP,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Inpatient,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_SelfHelp,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Therapist,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Medication,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_TalkFamily,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_NaturalHealer,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Rehab,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_FBO,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
PersonalUse_Ever,integer,1.0=No|2.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
PersonalUse_Last,integer,1.0=Past 6 months|2.0=7 – 12 months ago|3.0=1-5 years ago|4.0=5+ years ago|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|98.0|99.0|77.0
PersonalConviction_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
PersonalIncarceration_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
FamilyUse_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
FamilyConviction_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
